,Player ID,Name,Full Name,Team Name,Position,Height,Weight,Birth Date,Birth Place,Retired,Player Url,Current Team ID,All Teams,Total Seasons,Total Games,Games Started,Total Minutes Played,Field Goals,Field Goals Attempted,Field Goal %,3pt,3pt Attempted,3pt %,2pt,2pt Attempted,2pt %,Free Throws,Free Throws Attempted,Free Throws %,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
2076,2390,Tom Kozelko,Thomas William Kozelko,retired,F,80,220.0,July 1 1951,"Traverse City, Michigan",True,/players/k/kozelto01.html,0.0,[],3,189.0,0.8925304180378355,1911.0,3.17,7.54,42.05,0.0,0.0,0.0,3.17,7.54,42.05,1.38,1.82,75.71,2.3,4.24,6.54,1.88,1.27,0.26,0.0,5.33,7.68
2077,2392,Arvid Kramer,Arvid Kramer,retired,C,81,220.0,October 2 1956,"Fulda, Minnesota",True,/players/k/kramear01.html,0.0,[],1,8.0,0.013064609550499817,45.0,5.6,17.6,31.82,0.0,0.0,0.0,5.6,17.6,31.82,1.6,1.6,100.0,4.8,4.8,9.6,2.4,0.0,4.0,4.0,6.4,12.8
2078,2393,Barry Kramer,Barry D. Kramer,retired,F-G,76,200.0,November 10 1942,"Schenectady, New York",True,/players/k/krameba01.html,0.0,[20],1,104.0,1.994390055425521,1014.0,4.49,13.19,34.01,0.0,0.0,0.0,4.49,13.19,34.01,4.28,5.96,71.8,2.67,4.44,7.1,2.9,0.0,0.0,0.0,4.77,13.2
2079,2394,Joel Kramer,Joel Bruce Kramer,retired,F-C,79,203.0,November 30 1955,"San Diego, California",True,/players/k/kramejo01.html,0.0,[],5,328.0,29.600086864079465,4184.0,4.18,8.66,48.25,0.0,0.03,0.0,4.18,8.65,48.31,2.49,3.4,73.26,2.89,4.97,7.88,2.96,1.22,0.55,2.27,5.07,10.8
2080,2398,Viacheslav Kravtsov,Viacheslav Kravtsov,retired,C,84,260.0,August 25 1987,"Odessa, Ukraine",True,/players/k/kravtvi01.html,0.0,"[9, 24]",2,45.0,0.0,283.0,5.22,7.78,67.09,0.0,0.0,0.0,5.22,7.78,67.09,1.93,5.69,33.82,4.23,3.71,7.87,1.23,0.63,1.23,2.59,4.93,12.36
2081,2399,Jim Krebs,James Krebs,retired,C-F,80,230.0,September 8 1935,"Webster Groves, Missouri",True,/players/k/krebsji01.html,0.0,[],7,515.0,184.5069414078473,10661.0,5.72,14.15,40.45,0.0,0.0,0.0,5.72,14.15,40.45,2.5,3.28,76.05,6.27,4.45,10.72,1.45,0.0,0.0,0.0,5.2,13.94
2082,2400,Wayne Kreklow,Wayne R. Kreklow,retired,G,76,175.0,January 4 1957,"Neenah, Wisconsin",True,/players/k/kreklwa01.html,0.0,[],1,25.0,0.0,100.0,4.0,16.9,23.67,0.4,1.4,28.57,3.6,15.5,23.23,2.5,3.6,69.44,0.7,3.6,4.3,3.2,0.7,0.4,3.6,7.2,10.8
2083,2401,Tommy Kron,Thomas M. Kron,retired,G,77,200.0,February 28 1943,Unknown,True,/players/k/kronto01.html,0.0,[],3,184.0,45.319996051881574,3139.0,5.19,13.26,39.16,0.0,0.0,0.0,5.19,13.26,39.16,3.37,4.48,75.28,2.47,4.44,6.91,5.91,0.0,0.0,0.0,5.07,13.67
2084,2402,Tom Kropp,Thomas Carl Kropp,retired,G,75,205.0,February 12 1953,"Grand Island, Nebraska",True,/players/k/kroppto01.html,0.0,[5],2,78.0,0.0,552.0,5.24,11.87,44.14,0.0,0.0,0.0,5.24,11.87,44.14,2.15,3.09,69.72,1.72,2.3,4.02,3.04,1.35,0.09,0.0,6.35,12.63
2085,2403,Nenad Krstić,Nenad Krstić,retired,C,84,240.0,July 25 1983,"Kraljevo, Serbia",True,/players/k/krstine01.html,0.0,"[3, 21, 2]",7,490.0,440.0,12118.0,5.8,11.71,49.49,0.0,0.04,0.0,5.8,11.69,49.58,2.61,3.53,73.84,2.67,5.03,7.71,1.11,0.57,0.92,1.64,4.25,14.2
2086,2404,Larry Krystkowiak,Larry Brett Krystkowiak,retired,F-C,81,220.0,September 23 1964,"Missoula, Montana",True,/players/k/krystla01.html,0.0,"[17, 29, 27, 22, 5, 14]",9,420.0,134.0,9097.0,5.12,11.21,45.68,0.03,0.15,18.58,5.09,11.07,46.03,3.28,4.15,79.16,2.57,5.57,8.14,2.03,1.06,0.22,2.04,4.15,13.56
2087,2405,Steve Kuberski,Stephen Paul Kuberski,retired,F-C,80,215.0,November 6 1947,"Moline, Illinois",True,/players/k/kuberst01.html,0.0,"[2, 17]",9,638.0,75.39435570527019,8864.0,5.63,13.39,42.01,0.0,0.0,0.0,5.63,13.39,42.01,2.76,3.54,77.94,4.7,5.08,9.77,1.55,0.2,0.17,0.01,4.24,14.02
2088,2407,Bruce Kuczenski,Bruce John Kuczenski,retired,F,82,230.0,February 3 1961,"Bristol, Connecticut",True,/players/k/kuczebr01.html,0.0,"[3, 12, 23]",1,30.0,4.0,238.0,3.0,11.19,26.81,0.0,0.0,0.0,3.0,11.19,26.81,2.41,3.61,66.79,2.11,4.81,6.99,2.4,0.3,0.3,4.51,5.42,8.48
2089,2408,Frank Kudelka,Frank Carl Kudelka,retired,G-F,74,193.0,June 25 1925,"San Francisco, California",True,/players/k/kudelfr01.html,0.0,"[32, 36, 2]",2,137.0,48.94090591156422,2717.0,4.23,13.27,31.89,0.0,0.0,0.0,4.23,13.27,31.89,3.78,5.24,72.23,1.57,4.43,6.01,4.29,0.0,0.0,0.0,5.81,12.34
2090,2409,John Kuester,John Dewitt Kuester Jr.,retired,G,74,180.0,February 6 1955,"Richmond, Virginia",True,/players/k/kuestjo01.html,0.0,"[8, 12]",3,135.0,12.084743944180362,1527.0,4.08,9.58,42.57,0.0,0.03,0.0,4.08,9.56,42.66,2.49,2.96,84.09,0.66,2.68,3.34,7.22,1.95,0.05,2.9,4.21,10.65
2091,2411,Toni Kukoč,Toni Kukoč,retired,F,82,192.0,September 18 1968,"Split, Croatia",True,/players/k/kukocto01.html,0.0,"[5, 17, 23, 1]",13,967.0,309.0,25593.0,5.93,13.27,44.64,1.19,3.53,33.69,4.73,9.74,48.55,2.96,4.1,72.35,1.62,4.12,5.74,5.04,1.33,0.46,2.53,2.36,15.97
2092,2412,Kevin Kunnert,Kevin Robert Kunnert,retired,C-F,84,230.0,November 11 1951,"Dubuque, Iowa",True,/players/k/kunneke01.html,0.0,"[11, 25]",9,619.0,230.42902558745516,12805.0,5.98,12.55,47.69,0.0,0.0,0.0,5.98,12.55,47.69,1.64,2.4,68.24,4.16,7.79,11.93,2.33,0.74,1.87,1.1,5.85,13.59
2093,2414,Mitch Kupchak,Mitchell Kupchak,retired,F-C,81,230.0,May 24 1954,"Hicksville, New York",True,/players/k/kupchmi01.html,0.0,[14],9,510.0,164.83629262018206,9905.0,7.27,13.93,52.21,0.0,0.01,0.0,7.27,13.92,52.25,4.35,6.16,70.54,3.51,6.41,9.94,1.4,0.6,0.64,2.48,4.06,18.93
2094,2415,C.J. Kupec,Charles J. Kupec,retired,F-C,78,220.0,January 16 1953,"Oak Lawn, Illinois",True,/players/k/kupeccj01.html,0.0,"[14, 11]",3,147.0,2.9787194320853088,1589.0,5.6,13.13,42.66,0.0,0.0,0.0,5.6,13.13,42.66,2.56,3.28,78.0,2.43,4.69,7.09,2.46,0.71,0.19,0.55,3.95,13.71
2095,2416,Rodions Kurucs,Rodions Kurucs,Brooklyn Nets,F,81,228.0,February 5 1998,"Cesis, Latvia",False,/players/k/kurucro01.html,3.0,[3],2,95.0,50.0,1718.0,5.4,11.83,45.65,1.72,4.98,34.63,3.68,6.88,53.46,1.8,2.43,74.26,1.55,5.28,6.73,1.67,1.1,0.58,2.25,4.27,14.43
2096,2417,Rob Kurz,Robert Karl Kurz,retired,F,81,232.0,March 5 1985,"Philadelphia, Pennsylvania",True,/players/k/kurzro01.html,0.0,[],1,40.0,5.0,442.0,4.2,10.7,39.25,1.2,3.1,38.71,2.9,7.6,38.16,3.3,4.1,80.49,2.7,3.9,6.6,1.6,1.1,1.5,1.3,6.4,12.8
2097,2418,Ibo Kutluay,İbrahim Kutluay,retired,G,78,200.0,July 1 1974,"Istanbul, Turkey",True,/players/k/kutluib01.html,0.0,[],1,5.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0
2098,2419,Kyle Kuzma,Kyle Alexander Kuzma,Los Angeles Lakers,F,80,220.0,July 24 1995,"Flint, Michigan",False,/players/k/kuzmaky01.html,14.0,[14],3,191.0,111.0,5801.0,7.24,16.1,44.98,2.18,6.52,33.5,5.04,9.58,52.6,2.57,3.51,73.24,1.16,5.37,6.53,2.34,0.62,0.48,2.16,2.54,19.22
2099,2420,Ognjen Kuzmić,Ognjen Kuzmić,retired,C,85,251.0,May 16 1990,"Doboj, Bosnia and Herzegovina",True,/players/k/kuzmiog01.html,0.0,[],2,37.0,0.0,164.0,2.88,5.5,52.37,0.0,0.0,0.0,2.88,5.5,52.37,2.0,3.29,60.79,3.72,4.61,8.33,1.77,1.11,1.12,3.29,6.61,7.7
2100,2421,Mindaugas Kuzminskas,Mindaugas Kuzminskas,retired,F,81,215.0,October 19 1989,"Vilnius, Lithuania",True,/players/k/kuzmimi01.html,0.0,[],2,69.0,5.0,1018.0,5.59,13.14,42.52,1.9,5.99,31.67,3.69,7.16,51.6,1.9,2.4,79.17,1.7,2.79,4.49,2.4,1.0,0.4,1.8,2.79,15.07
2101,2422,Skal Labissière,Skal Labissière,Atlanta Hawks,F,82,216.0,March 18 1996,"Port-au-Prince, Haiti",False,/players/l/labissk01.html,1.0,"[26, 25]",4,170.0,43.0,2771.0,5.92,11.96,49.55,0.46,1.28,36.05,5.44,10.7,50.86,2.5,3.37,74.15,3.03,6.13,9.16,2.14,0.72,1.37,2.1,4.46,14.77
2102,2425,Sam Lacey,Samuel Lacey,retired,C,82,235.0,March 28 1948,"Indianola, Mississippi",True,/players/l/laceysa01.html,0.0,"[6, 3]",13,1058.0,794.8830115511596,32543.0,4.8,10.91,43.97,0.0,0.02,17.01,4.8,10.89,44.05,1.95,2.66,73.16,3.8,7.03,10.83,4.25,1.14,1.31,1.14,4.0,11.58
2103,2427,Fred LaCour,Fred LaCour,retired,G-F,77,210.0,February 7 1938,Unknown,True,/players/l/lacoufr01.html,0.0,[],3,144.0,30.93952029043251,2400.0,5.71,13.56,42.11,0.0,0.0,0.0,5.71,13.56,42.11,2.64,3.45,76.41,2.68,4.44,7.12,4.06,0.0,0.0,0.0,4.0,14.09
2104,2429,Christian Laettner,Christian Donald Laettner,retired,F-C,83,235.0,August 17 1969,"Angola, New York",True,/players/l/laettch01.html,0.0,"[18, 30, 1, 9, 7, 16]",13,1020.0,811.0,29918.0,5.72,11.87,48.24,0.13,0.49,26.11,5.6,11.36,49.24,4.16,5.06,82.2,2.32,5.75,8.08,3.06,1.26,0.95,2.71,3.95,15.74
2105,2430,Oliver Lafayette,Oliver Lafayette,retired,G,74,190.0,May 6 1984,"Baton Rouge, Louisiana",True,/players/l/lafayol01.html,0.0,[],1,1.0,0.0,22.0,4.9,9.8,50.0,1.6,3.3,48.48,3.3,6.5,50.77,0.0,0.0,0.0,1.6,4.9,6.5,3.3,0.0,0.0,1.6,0.0,11.5
2106,2431,Raef LaFrentz,Raef Andrew LaFrentz,retired,F-C,83,240.0,May 29 1976,"Hampton, Iowa",True,/players/l/lafrera01.html,0.0,"[8, 2, 7, 25]",10,641.0,514.0,17000.0,5.61,12.08,46.45,1.22,3.34,36.53,4.35,8.74,49.85,1.82,2.57,70.85,2.47,6.01,8.49,1.46,0.7,2.39,1.28,4.52,14.28
2107,2432,Tom LaGarde,Thomas Joseph LaGarde,retired,C-F,82,220.0,February 10 1955,"Detroit, Michigan",True,/players/l/lagarto01.html,0.0,"[7, 8, 3]",6,312.0,117.14328011587435,6194.0,5.05,10.96,46.06,0.0,0.01,0.0,5.05,10.94,46.12,3.7,5.77,64.18,2.93,6.34,9.27,2.64,0.57,0.77,3.1,5.04,13.8
2108,2433,Bill Laimbeer,William J. Laimbeer Jr.,retired,C,83,245.0,May 19 1957,"Boston, Massachusetts",True,/players/l/laimbbi01.html,0.0,"[9, 6]",14,1148.0,954.6341364372091,35785.0,5.88,11.81,49.73,0.2,0.64,31.52,5.66,11.16,50.74,2.64,3.18,83.0,3.07,8.01,11.08,2.3,0.75,1.05,1.72,3.94,14.59
2109,2435,Bo Lamar,Dwight Lamar,retired,G,73,180.0,April 7 1951,"Columbus, Ohio",True,/players/l/lamarbo01.html,0.0,[14],1,71.0,13.514833820928333,1165.0,7.0,17.3,40.46,0.0,0.0,0.0,7.0,17.3,40.46,1.4,2.1,66.67,0.9,1.9,2.8,5.5,1.8,0.1,0.0,2.3,15.5
2110,2436,Doron Lamb,Doron Emmanuel Calvin Lamb,retired,G,76,210.0,November 6 1991,"Queens, New York",True,/players/l/lambdo01.html,0.0,"[22, 17]",2,147.0,0.0,1849.0,3.56,9.47,37.61,1.26,3.2,39.44,2.33,6.28,37.09,1.33,2.03,65.66,0.46,2.28,2.74,2.09,0.72,0.04,1.54,3.06,9.71
2111,2437,Jeremy Lamb,Jeremy Emmanuel Lamb,Indiana Pacers,G-F,77,185.0,May 30 1992,"Henrico, Virginia",False,/players/l/lambje01.html,12.0,"[21, 12]",8,479.0,128.0,10166.0,6.64,14.91,44.51,1.74,5.14,33.83,4.88,9.77,50.01,2.78,3.27,85.15,0.88,5.42,6.3,2.73,1.23,0.61,1.44,2.79,17.78
2112,2438,John Lambert,John Edward Lambert,retired,C-F,82,225.0,January 14 1953,"Berkeley, California",True,/players/l/lambejo01.html,0.0,"[6, 27]",7,555.0,49.53236200907874,6811.0,4.67,10.88,42.86,0.01,0.11,6.76,4.65,10.77,43.14,1.52,2.13,71.32,3.42,5.92,9.33,1.64,0.97,1.02,1.72,5.62,10.85
2113,2439,Jeff Lamp,Jeffrey Alan Lamp,retired,F-G,78,195.0,March 9 1959,"Minneapolis, Minnesota",True,/players/l/lampje01.html,0.0,"[25, 17, 14, 27]",6,365.0,5.0,4792.0,6.41,13.55,47.3,0.15,0.63,24.15,6.25,12.93,48.39,2.85,3.41,83.75,1.37,3.41,4.8,2.9,1.08,0.15,2.16,4.16,15.81
2114,2440,Maciej Lampe,Maciej Bolesław Lampe,retired,C,83,275.0,February 5 1985,"Lodz, Poland",True,/players/l/lampema01.html,0.0,"[24, 11]",3,107.0,0.0,1040.0,4.99,12.92,38.66,0.14,0.4,35.13,4.89,12.52,39.06,1.38,2.12,65.11,2.25,6.07,8.31,1.19,0.48,0.61,1.91,4.64,11.56
2115,2441,Jim Lampley,Jimmy D. Lampley,retired,C,82,230.0,July 2 1960,"Harrisburg, Pennsylvania",True,/players/l/lamplji01.html,0.0,[],1,1.0,0.0,16.0,2.3,6.8,33.82,0.0,0.0,0.0,2.3,6.8,33.82,2.3,4.5,51.11,2.3,9.0,11.3,0.0,2.3,0.0,2.3,0.0,6.8
2116,2442,Sean Lampley,Sean James Lampley,retired,F,79,227.0,September 3 1979,"Harvey, Illinois",True,/players/l/lamplse01.html,0.0,"[16, 10]",2,45.0,0.0,550.0,4.48,9.72,46.08,0.0,0.27,0.0,4.48,9.45,47.38,4.25,6.19,68.57,1.81,4.3,6.12,2.16,0.44,0.25,1.79,2.96,13.29
2117,2443,Carl Landry,Carl Christopher Landry,retired,F,81,248.0,September 19 1983,"Milwaukee, Wisconsin",True,/players/l/landrca01.html,0.0,"[26, 11, 10, 19, 23]",9,669.0,148.0,16001.0,6.59,12.41,53.13,0.01,0.09,15.51,6.58,12.3,53.47,4.32,5.49,78.58,3.04,4.51,7.53,1.1,0.71,0.68,1.92,3.68,17.53
2118,2444,Marcus Landry,Marcus Landry,retired,F,79,230.0,November 1 1985,"Milwaukee, Wisconsin",True,/players/l/landrma01.html,0.0,"[20, 2]",1,36.0,0.0,222.0,5.18,13.94,37.15,2.91,9.11,31.95,2.27,4.88,46.47,0.99,1.63,60.63,1.63,4.54,6.16,0.0,0.3,0.64,1.92,4.54,14.3
2119,2445,Mark Landsberger,Mark Walter Landsberger,retired,F-C,80,215.0,May 21 1955,"Minot, North Dakota",True,/players/l/landsma01.html,0.0,"[14, 5, 1]",7,514.0,115.74118725837135,8816.0,5.18,10.67,48.59,0.0,0.01,0.0,5.18,10.67,48.59,2.2,4.21,52.33,5.18,8.28,13.44,1.14,0.63,0.36,2.35,3.4,12.58
2120,2446,Jerome Lane,Jerome Lane,retired,F,78,230.0,December 4 1966,"Akron, Ohio",True,/players/l/laneje01.html,0.0,"[8, 6, 12, 17]",5,232.0,84.0,3392.0,5.44,12.44,43.78,0.0,0.18,0.0,5.4,12.26,44.09,1.79,4.75,37.61,6.36,7.72,14.03,3.61,1.47,0.43,2.91,6.09,12.67
2121,2447,Andrew Lang,Andrew Charles Lang Jr.,retired,C,83,245.0,June 28 1966,"Pine Bluff, Arkansas",True,/players/l/langan01.html,0.0,"[24, 1, 17, 23, 5, 18, 20]",12,808.0,449.0,17709.0,4.34,9.3,46.65,0.0,0.05,6.19,4.34,9.25,46.85,2.01,2.69,74.83,2.72,5.33,8.05,0.98,0.77,2.48,1.68,4.63,10.71
2122,2448,Antonio Lang,Antonio Maurice Lang,retired,F-G,80,205.0,May 15 1972,"Mobile, Alabama",True,/players/l/langan02.html,0.0,"[6, 24, 28, 16, 23]",6,153.0,1.0,1433.0,3.05,6.83,44.69,0.0,0.23,0.0,3.05,6.66,45.82,2.28,3.13,72.8,2.0,3.38,5.39,1.31,1.48,1.2,2.28,5.38,8.42
2123,2449,James Lang,James Lang,retired,C,82,285.0,October 17 1983,"Mobile, Alabama",True,/players/l/langja01.html,0.0,[],1,11.0,0.0,55.0,2.6,5.9,44.07,0.0,0.0,0.0,2.6,5.9,44.07,2.0,3.3,60.61,3.3,3.9,7.2,1.3,0.0,2.0,1.3,9.2,7.2
2124,2450,Trajan Langdon,Trajan Shaka Langdon,retired,G,75,197.0,May 13 1976,"Palo Alto, California",True,/players/l/langdtr01.html,0.0,[],3,119.0,5.0,1738.0,4.59,10.96,41.86,1.74,4.5,38.76,2.75,6.46,42.6,2.52,2.79,90.15,0.61,2.71,3.32,3.13,1.15,0.3,2.04,3.73,13.38
2125,2451,Keith Langford,Andre' Keith Langford,retired,G,76,215.0,September 15 1983,"Fort Worth, Texas",True,/players/l/langfke01.html,0.0,[],1,2.0,0.0,10.0,3.6,14.4,25.0,0.0,0.0,0.0,3.6,14.4,25.0,0.0,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,0.0,3.6,7.2
2126,2452,Romeo Langford,Romeo James Langford,Boston Celtics,G,76,216.0,October 25 1999,"New Albany, Indiana",False,/players/l/langfro01.html,2.0,[2],1,18.0,1.0,184.0,3.7,7.6,48.68,0.8,2.9,27.59,2.9,4.7,61.7,2.3,3.1,74.19,1.2,2.3,3.5,0.6,1.0,1.2,1.0,3.3,10.6
2127,2453,Dan Langhi,Daniel Matthew Langhi,retired,F,83,220.0,November 28 1977,"Chicago, Illinois",True,/players/l/langhda01.html,0.0,"[11, 24, 10, 17]",4,139.0,8.0,1290.0,4.95,12.66,39.1,0.34,1.11,30.78,4.61,11.54,39.93,1.13,1.76,64.12,1.51,4.14,5.68,1.1,0.84,0.32,1.03,3.18,11.34
2128,2454,Bob Lanier,Robert Jerry Lanier Jr.,retired,C,83,250.0,September 10 1948,"Buffalo, New York",True,/players/l/laniebo01.html,0.0,"[9, 17]",14,1022.0,927.4602102072697,34234.0,8.65,16.79,51.53,0.0,0.02,0.0,8.65,16.77,51.57,4.21,5.47,76.93,4.18,6.61,10.79,3.36,0.9,1.25,1.33,3.44,21.5
2129,2455,Stu Lantz,Stuart Burrell Lantz,retired,G,75,175.0,July 13 1946,"Uniontown, Pennsylvania",True,/players/l/lantzst01.html,0.0,"[14, 9]",8,622.0,384.29669484796176,17050.0,5.7,13.16,43.33,0.0,0.0,0.0,5.7,13.16,43.33,4.31,5.29,81.59,0.69,3.55,4.26,3.71,0.37,0.06,0.0,3.15,15.69
2130,2456,Nicolás Laprovíttola,Nicolás Laprovíttola,retired,G,76,180.0,January 31 1990,"Buenos Aires, Argentina",True,/players/l/laproni01.html,0.0,[],1,18.0,3.0,174.0,4.1,9.7,42.27,2.1,5.6,37.5,2.1,4.1,51.22,1.9,1.9,100.0,0.2,1.9,2.1,5.8,0.8,0.2,3.9,3.9,12.2
2131,2457,York Larese,York Bruno Larese,retired,G,76,183.0,July 18 1938,"New York, New York",True,/players/l/laresyo01.html,0.0,[],1,118.0,4.4354944378128405,1406.0,6.2,16.75,37.05,0.0,0.0,0.0,6.2,16.75,37.05,3.01,3.69,81.54,0.0,3.94,3.94,4.79,0.0,0.0,0.0,5.29,15.47
2132,2458,Shane Larkin,DeShane Larkin,retired,G,71,175.0,October 2 1992,"Cincinnati, Ohio",True,/players/l/larkish01.html,0.0,"[20, 2, 7]",4,256.0,41.0,4880.0,4.03,9.5,42.39,0.87,2.55,34.06,3.16,6.95,45.43,1.43,1.81,78.71,0.64,2.98,3.62,5.44,1.8,0.17,2.22,2.77,10.31
2133,2459,Rusty LaRue,Rusty LaRue,retired,G,74,210.0,December 10 1973,"Winston-Salem, North Carolina",True,/players/l/larueru01.html,0.0,"[5, 29, 10]",5,98.0,7.0,1565.0,4.26,11.45,37.25,1.24,3.91,31.8,3.07,7.54,40.69,1.32,1.57,84.15,0.48,2.38,2.94,3.5,1.41,0.25,2.19,3.38,11.18
2134,2460,Rudy LaRusso,Rudolph Anton LaRusso,retired,F-C,79,220.0,November 11 1937,"Brooklyn, New York",True,/players/l/larusru01.html,0.0,[],10,736.0,627.5957481930669,24487.0,6.03,14.0,43.11,0.0,0.0,0.0,6.03,14.0,43.11,4.86,6.32,76.95,5.76,4.45,10.2,2.3,0.0,0.0,0.0,3.76,16.92
2135,2461,John Laskowski,John Laskowski,retired,G,78,185.0,June 7 1953,"South Bend, Indiana",True,/players/l/laskojo01.html,0.0,[],2,118.0,30.886926851049623,2132.0,6.05,15.22,39.76,0.0,0.0,0.0,6.05,15.22,39.76,1.92,2.56,74.96,1.15,3.59,4.74,1.7,1.48,0.17,0.0,1.92,14.02
2136,2462,Stéphane Lasme,Yann Ulrich Stéphane Lasme,retired,F,80,215.0,December 17 1982,"Port-Gentil, Gabon",True,/players/l/lasmest01.html,0.0,"[16, 10]",1,31.0,8.0,606.0,3.8,8.4,45.24,0.0,0.0,0.0,3.8,8.4,45.24,2.3,3.8,60.53,3.1,3.2,6.3,0.4,1.5,2.6,1.8,4.2,9.9
2137,2463,Dave Lattin,David Lattin,retired,F-C,78,225.0,December 23 1943,"Houston, Texas",True,/players/l/lattida01.html,0.0,[24],2,112.0,7.96475600693075,1244.0,5.44,13.51,40.26,0.0,0.0,0.0,5.44,13.51,40.26,3.83,5.95,64.46,7.93,4.46,12.38,1.84,0.0,0.0,0.0,7.41,14.63
2138,2464,Priest Lauderdale,Priest Lauderdale,retired,C,88,325.0,August 31 1973,"Chicago, Illinois",True,/players/l/laudepr01.html,0.0,"[8, 1]",2,74.0,0.0,525.0,6.97,14.84,46.99,0.0,0.07,0.0,6.97,14.77,47.21,3.52,6.31,55.8,2.94,6.85,9.78,2.27,0.53,1.8,5.69,7.01,17.47
2139,2465,Rich Laurel,Richard Laurel,retired,G,78,190.0,July 11 1954,"Philadelphia, Pennsylvania",True,/players/l/laureri01.html,0.0,[],1,10.0,0.0,57.0,6.3,19.6,32.14,0.0,0.0,0.0,6.3,19.6,32.14,2.5,2.5,100.0,3.8,2.5,6.3,1.9,1.9,0.6,2.5,6.3,15.2
2140,2468,Joffrey Lauvergne,Joffrey Lauvergne,retired,C-F,83,220.0,September 30 1991,"Mulhouse, France",True,/players/l/lauvejo01.html,0.0,"[8, 27, 21, 5]",4,278.0,19.0,3803.0,5.89,12.58,46.81,0.76,2.54,29.8,5.13,10.04,51.12,1.9,2.75,68.83,2.93,6.91,9.82,2.37,0.74,0.37,2.1,3.49,14.52
2141,2470,Zach LaVine,Zachary LaVine,Chicago Bulls,G,78,181.0,March 10 1995,"Renton, Washington",False,/players/l/lavinza01.html,5.0,"[18, 5]",6,349.0,262.0,10709.0,7.4,16.57,44.66,2.12,5.66,37.42,5.28,10.95,48.25,3.64,4.45,81.85,0.54,3.72,4.27,4.23,1.1,0.32,2.94,2.57,20.55
2142,2471,Bob Lavoy,Robert William Lavoy,retired,F-C,79,185.0,June 29 1926,"Aurora, Illinois",True,/players/l/lavoybo01.html,0.0,[33],3,269.0,144.15881428158363,6710.0,3.94,10.07,39.1,0.0,0.0,0.0,3.94,10.07,39.1,2.81,3.85,72.85,4.36,4.44,8.81,2.1,0.0,0.0,0.0,4.88,10.73
2143,2472,Acie Law,Acie Law IV,retired,G,75,195.0,January 25 1985,"Dallas, Texas",True,/players/l/lawac01.html,0.0,"[1, 10, 5, 15, 4]",4,265.0,9.0,3345.0,4.07,9.66,42.16,0.41,1.8,22.74,3.68,7.85,46.84,2.76,3.61,76.47,0.52,2.43,2.96,4.52,1.36,0.06,2.2,2.9,11.35
2144,2473,Vic Law,Victor Lamar Law,Orlando Magic,F,79,200.0,December 19 1995,"South Holland, Illinois",False,/players/l/lawvi01.html,22.0,[22],1,3.0,0.0,4.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,2474,Gani Lawal,Gani Oladimeji Lawal Jr.,retired,F,81,234.0,November 7 1988,"College Park, Georgia",True,/players/l/lawalga01.html,0.0,[],1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
2146,2475,Edmund Lawrence,Edmund Lawrence,retired,C,84,228.0,December 8 1952,"Lake Charles, Louisiana",True,/players/l/lawreed01.html,0.0,[],1,3.0,1.4169316453818745,19.0,9.5,15.2,62.5,0.0,0.0,0.0,9.5,15.2,62.5,3.8,7.6,50.0,3.8,3.8,7.6,1.9,1.9,0.0,1.9,11.4,22.7
2147,2476,Jason Lawson,Jason L. Lawson,retired,C,83,240.0,September 2 1974,"Philadelphia, Pennsylvania",True,/players/l/lawsoja01.html,0.0,[],1,17.0,0.0,80.0,4.1,6.8,60.29,0.0,0.0,0.0,4.1,6.8,60.29,3.6,4.5,80.0,3.6,8.6,12.2,2.3,1.8,1.8,0.9,6.3,11.7
2148,2477,Ty Lawson,Tywon Ronnell Lawson,retired,G,71,195.0,November 3 1987,"Clinton, Maryland",True,/players/l/lawsoty01.html,0.0,"[8, 26, 11, 12]",8,617.0,357.0,17499.0,5.41,11.89,45.5,1.03,2.95,35.0,4.37,8.96,48.77,3.23,4.23,76.25,0.76,2.55,3.34,7.3,1.41,0.13,2.56,2.02,15.12
2149,2478,Jake Layman,Jake Douglas Layman,Minnesota Timberwolves,F,80,209.0,March 7 1994,"Norwood, Massachusetts",False,/players/l/laymaja01.html,18.0,"[25, 18]",4,155.0,37.0,2105.0,5.46,11.84,46.14,1.63,5.24,31.23,3.83,6.61,57.95,1.25,1.72,72.62,1.33,3.78,5.11,1.45,0.97,0.8,1.34,3.08,13.7
2150,2479,Mo Layton,Dennis Layton,retired,G,73,180.0,December 24 1948,"Newark, New Jersey",True,/players/l/laytomo01.html,0.0,"[24, 20, 27, 25]",5,264.0,56.80124307822536,4429.0,6.21,13.89,44.69,0.0,0.0,0.0,6.21,13.89,44.69,2.42,3.2,75.57,0.18,2.69,2.87,5.68,0.42,0.09,0.48,4.32,14.84
